1;ILA
1;ILI
1;INA
1;JUA
1;JUU
1;KUU
1;KWA
1;MIA
1;MJI
1;MKE
1;MTO
1;MTU
1;NJE
1;NNE
1;PIA
1;PUA
1;SAA
1;USO
1;WAO
1;YAI
1;YAO
2;ADUI
2;AINA
2;ANGA
2;BABA
2;BADO
2;BARA
2;BASI
2;BATA
2;BEGA
2;BLUU
2;BODI
2;BORA
2;BURE
2;DADA
2;DAMU
2;DOLA
2;DUKA
2;DUTU
2;ELFU
2;ENEO
2;GANI
2;GARI
2;GESI
2;GIZA
2;HAJA
2;HAKI
2;HALI
2;HAPA
2;HASA
2;HATA
2;HAYA
2;HEWA
2;HOFU
2;HOJA
2;HUKO
2;JIBU
2;JINA
2;JIWE
2;JOTO
2;JOZI
2;KADI
2;KAMA
2;KASI
2;KATA
2;KAVU
2;KAZI
2;KESI
2;KIFO
2;KILA
2;KINA
2;KIOO
2;KITI
2;KITU
2;KONA
2;KUFA
2;KUJA
2;KULA
2;KUMI
2;KUUA
2;KUWA
2;LAMI
2;LORI
2;MAJI
2;MALI
2;MAMA
2;MARA
2;MBAO
2;MBIO
2;MBWA
2;MELI
2;MENO
2;MEZA
2;MGUU
2;MIMI
2;MKIA
2;MOJA
2;MOTO
2;MOYO
2;MPYA
2;MVUA
2;NANE
2;NAYE
2;NCHI
2;NENE
2;NENO
2;NGUO
2;NINI
2;NJIA
2;NUSU
2;OSHA
2;PAKA
2;PANA
2;PAPO
2;PETE
2;PIGO
2;PILI
2;PORI
2;RELI
2;SABA
2;SAFI
2;SAFU
2;SANA
2;SASA
2;SAWA
2;SIKU
2;SIMU
2;SISI
2;SITA
2;SOKO
2;SOMO
2;SURA
2;SUTI
2;TANO
2;TATU
2;TAWI
2;TENA
2;TIMU
2;TISA
2;TONE
2;TUBE
2;UMRI
2;VITA
2;WAFU
2;WAKO
2;WALA
2;WALE
2;WATU
2;WAYA
2;WAZI
2;WAZO
2;WETU
2;WIKI
2;YADI
2;YAKE
2;YAKO
2;YEYE
2;ZIMA
2;ZIWA
3;AJABU
3;AKILI
3;ALAMA
3;AMBAO
3;AMINI
3;ARDHI
3;ASILI
3;AWALI
3;BAADA
3;BARUA
3;BENDI
3;BENKI
3;BONDE
3;BWANA
3;CHAMA
3;CHATI
3;CHINI
3;CHUMA
3;CHUPA
3;DAIMA
3;DUNIA
3;FAINI
3;FEDHA
3;FIMBO
3;GANDA
3;GUMZO
3;HATUA
3;HIVYO
3;IJAYO
3;ILANI
3;INCHI
3;JAMBO
3;JICHO
3;JINSI
3;JIONI
3;JUMLA
3;KAMBA
3;KAMBI
3;KAMWE
3;KANDA
3;KANZU
3;KIASI
3;KIATU
3;KIINI
3;KILIO
3;KIMYA
3;KISHA
3;KOFIA
3;KUBWA
3;KUJUA
3;KUKAA
3;KUKUA
3;KUNDI
3;KUONA
3;KUTOA
3;KUUZA
3;KUVAA
3;KWELI
3;LABDA
3;LAINI
3;LUGHA
3;MAANA
3;MADAI
3;MAILI
3;MAZAO
3;MBALI
3;MBAYA
3;MBEGU
3;MBELE
3;MBILI
3;MBONI
3;MECHI
3;MENGI
3;MFANO
