1;tai;tai
1;mbu;mbu
1;uji;uji
1;nzi;nzi
1;ua;maua
1;mke;wake
1;mtu;watu
1;mti;miti
1;mji;miji
1;mto;mito
1;baba;baba
1;babu;babu
1;dada;dada
1;kaka;kaka
1;mama;mama
1;mbwa;mbwa
1;paka;paka
1;kuku;kuku
1;papa;papa
1;kiti;viti
1;kisu;visu
1;kitu;vitu
1;kioo;vyoo
1;chuo;vyuo
1;choo;vyoo
1;cheo;vyeo
1;muwa;miwa
1;jiwe;mawe
1;jino;meno
1;yai;mayai
2;uso;nyuso
2;uzi;nyuzi
2;ufa;nyufa
2;uma;nyuma
2;ubao;mbao
2;umri;umri
2;unga;unga
2;mzee;uzee
2;mume;waume
2;mzee;wazee
2;mguu;miguu
2;moyo;mioyo
2;moto;mioto
2;ukuta;kuta
2;upepo;pepo
2;simba;simba
2;ndovu;ndovu
2;nyuki;nyuki
2;ngege;ngege
2;kiatu;viatu
2;kiazi;viazi
2;cheti;vyeti
2;chama;vyama
2;chuma;vyuma
2;mwili;miili
2;mwaka;miaka
2;mwezi;miezi
2;mwiba;miiba
2;duka;maduka
2;kosa;makosa
3;jambo;mambo
3;bega;mabega
3;goti;magoti
3;paja;mapaja
3;embe;maembe
3;dafu;madafu
3;jani;majani
3;ulimi;ndimi
3;udevu;ndevu
3;ubavu;mbavu
3;ubawa;mbawa
3;umeme;umeme
3;mtoto;utoto
3;kuiba;uwizi
3;mtoto;watoto
3;mgeni;wageni
3;mnazi;minazi
3;mpera;mipera
3;mdomo;midomo
3;mkono;mikono
3;mfupa;mifupa
3;mfano;mifano
3;mkoba;mikoba
3;mfuko;mifuko
3;msitu;misitu
3;upande;pande
3;uvumbi;vumbi
3;upanga;panga
3;wembe;nyembe
3;wimbo;nyimbo
4;jamaa;ujamaa
4;kijana;ujana
4;kuweza;uwezo
4;kiziwi;viziwi
4;kasuku;kasuku
4;kitabu;vitabu
4;kilima;vilima
4;kisiwa;visiwa
4;chumba;vyumba
4;chombo;vyombo
4;kichwa;vichwa
4;mwembe;miembe
4;mwisho;miisho
4;muhogo;mihogo
4;jiko;meko
4;jina;majina
4;sikio;masikio
4;tumbo;matumbo
4;limau;malimau
4;papai;mapapai
4;tofaa;matofaa
4;rinda;marinda
4;uwongo;uwongo
4;mchawi;uchawi
4;mfalme;ufalme
4;mjomba;wajomba
4;mpishi;wapishi
4;mzungu;wazungu
4;mwalimu;walimu
4;mtofaa;mitofaa
5;mpapai;mipapai
5;mndimu;mindimu
5;mgomba;migomba
5;mgongo;migongo
5;mlango;milango
5;mungu;miungu
5;mchezo;michezo
5;mswaki;miswaki
5;unywele;nywele
5;ufunguo;funguo
5;wakati;nyakati
5;ugali;ugali
5;kukosa;ukosefu
5;kupenda;upendo
5;kikombe;vikombe
5;kitanda;vitanda
5;chakula;vyakula
5;kidole;vidole
5;mskiti;misikiti
5;mwavuli;miavuli
5;muhindi;mihindi
5;gazeti;magazeti
5;shamba;mashamba
5;nanasi;mananasi
5;mkulima;wakulima
5;mvulana;wavulana
5;kifua;vifua
5;mtihani;mitihani
5;maskini;umaskini
5;mwanamume;wanaume
6;mwanamke;wanawake
6;mwafrika;waafrika
6;kitunguu;vitunguu
6;kiberiti;viberiti
6;mlima;milima
6;chungwa;machungwa
6;usingizi;usingizi
6;mfaransa;wafaransa
