a,abiria,abiria
a,abudu,abudu
a,achari,achari
a,adhabu,adhabu
a,adhibu,adhibu
a,adui,adui
a,afiki,afiki
a,afya,afya
a,ahali,ahali
a,ajabu,ajabu
a,ajali,ajali
a,ajira,ajira
a,akaunti,akaunti
a,akili,akili
a,alama,alama
a,albamu,albamu
a,almasi,almasi
a,amri,amri
a,andazi,andazi
a,andiko,andiko
a,anwani,anwani
a,aproni,aproni
a,ardhi,ardhi
a,asali,asali
a,ashiria,ashiria
a,asilimia,asilimia
a,askari,askari
b,baba,baba
b,babu,babu
b,bahari,bahari
b,baharia,baharia
b,bahasha,bahasha
b,bajeti,bajeti
b,bakuli,bakuli
b,balagha,balagha
b,balozi,balozi
b,bambika,bambika
b,bana,bana
b,bandari,bandari
b,bao,bao
b,baraka,baraka
b,basi,basi
b,bata,bata
b,bega,bega
b,bei,bei
b,bendi,bendi
b,benki,benki
b,beseni,beseni
b,bibi,bibi
b,bidii,bidii
b,bikira,bikira
b,bilioni,bilioni
b,binadamu,binadamu
b,binamu,binamu
b,bingwa,bingwa
b,binti,binti
b,biskuti,biskuti
b,boma,boma
b,bonde,bonde
b,bondia,bondia
b,bonyeza,bonyeza
b,bora,bora
b,buibui,buibui
b,buluu,buluu
b,buni,buni
b,burudani,burudani
b,buyu,buyu
c,chache,chache
c,chaguo,chaguo
c,chai,chai
c,chaki,chaki
c,chakula,chakula
c,chama,chama
c,chanjo,chanjo
c,chanzo,chanzo
c,chapa,chapa
c,chati,chati
c,chawa,chawa
c,cheche,cheche
c,cheki,cheki
c,chembe,chembe
c,chenza,chenza
c,cheo,cheo
c,chesi,chesi
c,chifu,chifu
c,chini,chini
c,chipukizi,chipukizi
c,chokoleti,chokoleti
c,choma,choma
c,chombo,chombo
c,choo,choo
c,chui,chui
c,chumba,chumba
c,chumvi,chumvi
c,chungwa,chungwa
c,chuo,chuo
c,chupi,chupi
c,chura,chura
d,dagla,dagla
d,daka,daka
d,dakika,dakika
d,daktari,daktari
d,damisi,damisi
d,dampo,dampo
d,darana,darana
d,darasa,darasa
d,dawa,dawa
d,dawati,dawati
d,dazani,dazani
d,deki,deki
d,demokrasia,demokrasia
d,deni,deni
d,dereva,dereva
d,dhahabu,dhahabu
d,dhamana,dhamana
d,dhambi,dhambi
d,dhidi,dhidi
d,dhuluma,dhuluma
d,dibaji,dibaji
d,digrii,digrii
d,dikteta,dikteta
d,dinari,dinari
d,dira,dira
d,dirisha,dirisha
d,doa,doa
d,dola,dola
d,doria,doria
d,duni,duni
d,dunia,dunia
e,elfu,elfu
e,elimu,elimu
e,embe,embe
e,eropleni,eropleni
f,fahali,fahali
f,fainali,fainali
f,falaki,falaki
f,farakano,farakano
f,farasi,farasi
f,fasiri,fasiri
f,fedha,fedha
f,feri,feri
f,fidia,fidia
f,filimbi,filimbi
f,firauni,firauni
f,fisi,fisi
f,fizikia,fizikia
f,fomu,fomu
f,fremu,fremu
f,friji,friji
f,fua,fua
f,fujo,fujo
f,fuko,fuko
f,fulusi,fulusi
f,fumbo,fumbo
f,fundo,fundo
f,funga,funga
f,funzo,funzo
f,fusi,fusi
f,fuzu,fuzu
g,ganda,ganda
g,gavana,gavana
g,gazeti,gazeti
g,gego,gego
g,geji,geji
g,ghairi,ghairi
g,ghala,ghala
g,ghali,ghali
g,gharama,gharama
g,gharika,gharika
g,ghashi,ghashi
g,godoro,godoro
g,gofu,gofu
g,goli,goli
g,gome,gome
g,goti,goti
g,gumu,gumu
g,gura,gura
h,hadhi,hadhi
h,hadithi,hadithi
h,haja,haja
h,haki,haki
h,hakimu,hakimu
h,hamu,hamu
h,handaki,handaki
h,hanjamu,hanjamu
h,haragwe,haragwe
h,haramia,haramia
h,harimuni,harimuni
h,hasara,hasara
h,hata,hata
h,hati,hati
h,hatia,hatia
h,hatua,hatua
h,hedhi,hedhi
h,hekima,hekima
h,heko,heko
h,hekta,hekta
h,helikopta,helikopta
h,heshima,heshima
h,hewa,hewa
h,hiari,hiari
h,hidrojeni,hidrojeni
h,hindi,hindi
h,historia,historia
h,hodari,hodari
h,hoja,hoja
h,hoji,hoji
h,hongera,hongera
h,hotuba,hotuba
h,huba,huba
h,huduma,huduma
h,huruma,huruma
i,ibada,ibada
i,idara,idara
i,idhini,idhini
i,idhinisha,idhinisha
i,ilani,ilani
i,imani,imani
i,imara,imara
i,imarisha,imarisha
i,ini,ini
i,injili,injili
i,injini,injini
i,ishi,ishi
i,ishirini,ishirini
i,isimu,isimu
i,itikadi,itikadi
j,jagi,jagi
j,jaja,jaja
j,jaji,jaji
j,jaketi,jaketi
j,jalada,jalada
j,jamaa,jamaa
j,jambo,jambo
j,jamhuri,jamhuri
j,jamiana,jamiana
j,jamii,jamii
j,jana,jana
j,janga,janga
j,jangili,jangili
j,jangwa,jangwa
j,jani,jani
j,jarari,jarari
j,jaribio,jaribio
j,jarida,jarida
j,jasho,jasho
j,jawabu,jawabu
j,jedwali,jedwali
j,jemu,jemu
j,jenerali,jenerali
j,jengo,jengo
j,jeraha,jeraha
j,jeshi,jeshi
j,jeti,jeti
j,jezi,jezi
j,jibini,jibini
j,jifu,jifu
j,jiji,jiji
j,jike,jike
j,jiko,jiko
j,jikoni,jikoni
j,jimbi,jimbi
j,jina,jina
j,jinai,jinai
j,jinamizi,jinamizi
j,jini,jini
j,jino,jino
j,jinsi,jinsi
j,jinsia,jinsia
j,jiografia,jiografia
j,jiolojia,jiolojia
j,jiometri,jiometri
j,jioni,jioni
j,jipu,jipu
j,jirani,jirani
j,jiriwa,jiriwa
j,jitu,jitu
j,jivu,jivu
j,jiwe,jiwe
j,jogoo,jogoo
j,jokofu,jokofu
j,jongoo,jongoo
j,jopo,jopo
j,josho,josho
j,joto,joto
j,jua,jua
j,juhudi,juhudi
j,jum,jum
j,jumba,jumba
j,jumla,jumla
j,jumuisho,jumuisho
j,juto,juto
j,juu,juu
k,kaa,kaa
k,kaakaa,kaakaa
k,kaanga,kaanga
k,kabati,kabati
k,kabidhi,kabidhi
k,kabila,kabila
k,kaboni,kaboni
k,kabwela,kabwela
k,kadha,kadha
k,kadi,kadi
k,kahawa,kahawa
k,kalamu,kalamu
k,kali,kali
k,kamanda,kamanda
k,kamati,kamati
k,kamba,kamba
k,kambi,kambi
k,kamera,kamera
k,kamili,kamili
k,kamishna,kamishna
k,kampeni,kampeni
k,kampuni,kampuni
k,kamusi,kamusi
k,kana,kana
k,kanda,kanda
k,kandanda,kandanda
k,kandarasi,kandarasi
k,kanga,kanga
k,kani,kani
k,kanisa,kanisa
k,kansa,kansa
k,kanusha,kanusha
k,karamu,karamu
k,karani,karani
k,karatasi,karatasi
k,kardinali,kardinali
k,karo,karo
k,kasa,kasa
k,kaseti,kaseti
k,kasha,kasha
k,kasoro,kasoro
k,kasuku,kasuku
k,kavu,kavu
k,kawaida,kawaida
k,kaya,kaya
k,kayamba,kayamba
k,kazi,kazi
k,keki,keki
k,kelele,kelele
k,kemia,kemia
k,kengele,kengele
k,kero,kero
k,kesi,kesi
k,kiangazi,kiangazi
k,kiatu,kiatu
k,kiazi,kiazi
k,kibali,kibali
k,kibanda,kibanda
k,kibare,kibare
k,kiboko,kiboko
k,kichaka,kichaka
k,kichujio,kichujio
k,kichungi,kichungi
k,kichwa,kichwa
k,kichwamaji,kichwamaji
k,kidole,kidole
k,kienyeji,kienyeji
k,kifaranga,kifaranga
k,kifaru,kifaru
k,kifo,kifo
k,kifua,kifua
k,kifuniko,kifuniko
k,kijiji,kijiji
k,kijiko,kijiko
k,kijiti,kijiti
k,kikapu,kikapu
k,kikaramba,kikaramba
k,kikingi,kikingi
k,kikofi,kikofi
k,kikohozi,kikohozi
k,kikombe,kikombe
k,kikundi,kikundi
k,kilema,kilema
k,kimataifa,kimataifa
k,kimya,kimya
k,kina,kina
k,kinofu,kinofu
k,kinu,kinu
k,kioja,kioja
k,kionjo,kionjo
k,kiota,kiota
k,kipa,kipa
k,kipande,kipande
k,kipara,kipara
k,kipenyo,kipenyo
k,kipenzi,kipenzi
k,kipimo,kipimo
k,kipindi,kipindi
k,kipochi,kipochi
k,kiraka,kiraka
k,kiri,kiri
k,kiroto,kiroto
k,kisigino,kisigino
k,kisiwa,kisiwa
k,kisu,kisu
k,kitabu,kitabu
k,kitambaa,kitambaa
k,kitanda,kitanda
k,kitendo,kitendo
k,kitengo,kitengo
k,kiti,kiti
