tableName,col1,col2,col3,col4,col5,col6,col7
Unit,1,A,1,,swa/audio/a.ogg,swa/audio/a.ogg
Unit,2,B,1,,swa/audio/b.ogg,swa/audio/b.ogg
Unit,3,C,1,,swa/audio/c.ogg,swa/audio/c.ogg
Unit,4,D,1,,swa/audio/d.ogg,swa/audio/d.ogg
Unit,5,E,1,,swa/audio/e.ogg,swa/audio/e.ogg
Unit,6,F,1,,swa/audio/f.ogg,swa/audio/f.ogg
Unit,7,G,1,,swa/audio/g.ogg,swa/audio/g.ogg
Unit,8,H,1,,swa/audio/h.ogg,swa/audio/h.ogg
Unit,9,I,1,,swa/audio/i.ogg,swa/audio/i.ogg
Unit,10,J,1,,swa/audio/j.ogg,swa/audio/j.ogg
Unit,11,K,1,,swa/audio/k.ogg,swa/audio/k.ogg
Unit,12,L,1,,swa/audio/l.ogg,swa/audio/l.ogg
Unit,13,M,1,,swa/audio/m.ogg,swa/audio/m.ogg
Unit,14,N,1,,swa/audio/n.ogg,swa/audio/n.ogg
Unit,15,O,1,,swa/audio/o.ogg,swa/audio/o.ogg
Unit,16,P,1,,swa/audio/p.ogg,swa/audio/p.ogg
Unit,17,R,1,,swa/audio/r.ogg,swa/audio/r.ogg
Unit,18,S,1,,swa/audio/s.ogg,swa/audio/s.ogg
Unit,19,T,1,,swa/audio/t.ogg,swa/audio/t.ogg
Unit,20,U,1,,swa/audio/u.ogg,swa/audio/u.ogg
Unit,21,V,1,,swa/audio/v.ogg,swa/audio/v.ogg
Unit,22,W,1,,swa/audio/w.ogg,swa/audio/w.ogg
Unit,23,Y,1,,swa/audio/y.ogg,swa/audio/y.ogg
Unit,24,Z,1,,swa/audio/z.ogg,swa/audio/z.ogg
Unit,25,a,1,,swa/audio/a.ogg,swa/audio/a.ogg
Unit,26,b,1,,swa/audio/b.ogg,swa/audio/b.ogg
Unit,27,c,1,,swa/audio/c.ogg,swa/audio/c.ogg
Unit,28,d,1,,swa/audio/d.ogg,swa/audio/d.ogg
Unit,29,e,1,,swa/audio/e.ogg,swa/audio/e.ogg
Unit,30,f,1,,swa/audio/f.ogg,swa/audio/f.ogg
Unit,31,g,1,,swa/audio/g.ogg,swa/audio/g.ogg
Unit,32,h,1,,swa/audio/h.ogg,swa/audio/h.ogg
Unit,33,i,1,,swa/audio/i.ogg,swa/audio/i.ogg
Unit,34,j,1,,swa/audio/j.ogg,swa/audio/j.ogg
Unit,35,k,1,,swa/audio/k.ogg,swa/audio/k.ogg
Unit,36,l,1,,swa/audio/l.ogg,swa/audio/l.ogg
Unit,37,m,1,,swa/audio/m.ogg,swa/audio/m.ogg
Unit,38,n,1,,swa/audio/n.ogg,swa/audio/n.ogg
