1;a;am
1;a;an
1;a;as
1;a;at
1;a;act
1;a;add
1;a;age
1;a;ago
1;a;air
1;a;all
1;a;and
1;a;any
1;a;are
1;a;arm
1;a;art
1;a;ask
1;a;area
1;a;army
1;a;aunt
1;a;away
1;a;about
1;a;above
1;a;after
1;a;again
1;a;agree
1;a;alone
1;a;along
1;a;angry
1;a;apple
1;b;be
1;b;by
1;b;bad
1;b;bag
1;b;bed
1;b;big
1;b;bit
1;b;box
1;b;boy
1;b;bus
1;b;but
1;b;buy
1;b;baby
1;b;base
1;b;back
1;b;ball
1;b;bank
1;b;bath
1;b;bean
1;b;bear
1;b;beer
1;b;bell
1;b;best
1;b;bird
1;b;bite
1;b;blow
1;b;blue
1;b;boat
1;b;body
1;b;boil
1;b;bone
1;b;book
1;b;born
1;b;both
1;b;bowl
1;b;burn
1;b;busy
1;b;begin
1;b;below
1;b;birth
1;b;black
1;b;bleed
1;b;block
1;b;blood
1;b;board
1;b;brave
1;b;bread
1;b;break
1;b;bring
1;b;brown
1;b;brush
1;b;build
1;c;can
1;c;cap
1;c;car
1;c;cat
1;c;cry
1;c;cup
1;c;cut
1;c;cake
1;c;call
1;c;card
1;c;care
1;c;case
1;c;city
1;c;coat
1;c;coin
1;c;cold
1;c;comb
1;c;come
1;c;cook
1;c;cool
1;c;corn
1;c;cost
1;c;carry
1;c;catch
1;c;chair
1;c;chase
1;c;cheap
1;c;child
1;c;class
1;c;clean
1;c;clear
1;c;climb
1;c;clock
1;c;cloth
1;c;cloud
1;c;close
1;c;count
1;c;cover
1;c;crash
1;c;cross
1;d;do
1;d;day
1;d;die
1;d;dog
1;d;dry
1;d;dark
1;d;dead
1;d;deep
1;d;deer
1;d;desk
1;d;dish
1;d;door
1;d;down
1;d;draw
1;d;drop
1;d;duck
1;d;dust
1;d;duty
1;d;dance
1;d;dirty
1;d;dream
1;d;dress
1;d;drink
1;d;drive
1;e;ear
1;e;eat
1;e;egg
1;e;end
1;e;eye
1;e;each
1;e;earn
1;e;east
1;e;easy
1;e;else
1;e;even
1;e;ever
1;e;early
1;e;earth
1;e;eight
1;e;empty
1;e;enemy
1;e;enjoy
1;e;enter
1;e;equal
1;e;event
1;e;every
1;e;exact
1;f;far
1;f;fat
1;f;few
1;f;fit
1;f;fix
1;f;fly
1;f;for
1;f;fox
1;f;fun
1;f;face
1;f;fact
1;f;fail
1;f;fall
1;f;farm
1;f;fast
1;f;fear
1;f;feed
1;f;feel
1;f;fill
1;f;film
1;f;find
1;f;fine
1;f;fire
1;f;five
1;f;flag
1;f;flat
1;f;fold
