1;AM
1;AN
1;AS
1;AT
1;BE
1;BY
1;DO
1;GO
1;HE
1;IF
1;IN
1;IS
1;IT
1;ME
1;MY
1;NO
1;OF
1;ON
1;OR
1;SO
1;TO
1;UP
1;WE
1;ACT
1;ADD
1;AGE
1;AGO
1;AIR
1;ALL
1;AND
1;ANY
1;ARE
1;ARM
1;ART
1;ASK
1;BAD
1;BAG
1;BED
1;BIG
1;BIT
1;BOX
1;BOY
1;BUS
1;BUT
1;BUY
1;CAN
1;CAP
1;CAR
1;CAT
1;CRY
1;CUP
1;CUT
1;DAY
1;DIE
1;DOG
1;DRY
1;EAR
1;EAT
1;EGG
1;END
1;EYE
1;FAR
1;FAT
1;FEW
1;FIT
1;FIX
1;FLY
1;FOR
1;FOX
1;FUN
1;GET
1;GOD
1;GUN
1;HAT
1;HEN
1;HER
1;HIM
1;HIS
1;HIT
1;HOT
1;HOW
1;ICE
1;ITS
1;JOB
1;KEY
1;LEG
1;LET
1;LIE
1;LIP
1;LOT
1;LOW
1;MAN
1;MAP
1;MAY
1;MIX
1;NET
1;NEW
1;NOR
1;NOT
1;NOW
1;OFF
1;OIL
1;OLD
1;ONE
1;OUR
1;OUT
1;OWN
1;PAN
1;PAY
1;PEN
1;PER
1;PIG
1;PIN
1;PUT
1;RED
1;ROB
1;RUN
1;SAD
1;SAY
1;SEE
1;SHE
1;SIT
1;SIX
1;SKY
1;SON
1;SUN
1;TEA
1;TEN
1;THE
1;TIE
1;TOE
1;TOO
1;TOP
1;TRY
1;USE
1;WAY
1;WET
1;WHO
1;WHY
1;WIN
1;YES
1;YET
1;YOU
1;ZOO
2;AREA
2;ARMY
2;AUNT
2;AWAY
2;BABY
2;BASE
2;BACK
2;BALL
2;BANK
2;BATH
2;BEAN
2;BEAR
2;BEER
2;BELL
2;BEST
2;BIRD
2;BITE
2;BLOW
2;BLUE
2;BOAT
2;BODY
2;BOIL
2;BONE
2;BOOK
2;BORN
2;BOTH
2;BOWL
2;BURN
2;BUSY
2;CAKE
2;CALL
2;CARD
2;CARE
2;CASE
2;CITY
2;COAT
2;COIN
2;COLD
2;COMB
2;COME
2;COOK
2;COOL
2;CORN
2;COST
2;DARK
2;DEAD
2;DEEP
2;DEER
2;DESK
2;DISH
2;DOOR
2;DOWN
2;DRAW
2;DROP
2;DUCK
2;DUST
2;DUTY
2;EACH
2;EARN
2;EAST
2;EASY
2;ELSE
2;EVEN
2;EVER
2;FACE
2;FACT
2;FAIL
2;FALL
2;FARM
2;FAST
2;FEAR
2;FEED
2;FEEL
2;FILL
2;FILM
2;FIND
2;FINE
2;FIRE
2;FIVE
2;FLAG
2;FLAT
2;FOLD
2;FOOD
2;FOOL
2;FOOT
2;FORK
2;FORM
2;FOUR
2;FREE
2;FROM
2;FULL
2;GAME
2;GATE
2;GIFT
2;GIVE
2;GLAD
2;GOAT
2;GOLD
2;GOOD
2;GREY
2;GROW
3;HAIR
3;HALF
3;HALL
3;HAND
3;HARD
3;HATE
3;HAVE
3;HEAD
3;HEAR
3;HELP
3;HELP
3;HERE
3;HERS
3;HIDE
3;HIGH
3;HILL
3;HOLD
3;HOLE
3;HOME
3;HOPE
3;HOUR
3;HURT
3;IDEA
3;INTO
3;IRON
3;JOIN
3;JUMP
3;JUST
3;KEEP
3;KILL
3;KIND
3;KING
3;KNEE
3;KNOW
3;LADY
3;LAMP
3;LAND
3;LAST
3;LATE
3;LAZY
3;LEAD
3;LEAF
3;LEFT
3;LEND
3;LESS
3;LIFE
3;LIKE
3;LION
3;LIST
3;LIVE
3;LOCK
3;LONG
3;LOOK
3;LOSE
3;LOVE
3;LUCK
3;MAIN
3;MAKE
3;MALE
3;MANY
3;MARK
3;MEAL
3;MEAN
3;MEAT
3;MEET
3;MILK
3;MIND
3;MISS
3;MOON
3;MORE
3;MOST
3;MOVE
3;MUCH
3;MUST
3;NAME
3;NEAR
3;NECK
3;NEED
3;NEWS
3;NEXT
3;NICE
3;NINE
3;NONE
3;NOSE
3;OBEY
3;ONLY
3;OPEN
3;OVER
3;PAGE
3;PAIN
3;PAIR
3;PARK
3;PART
3;PASS
3;PAST
3;PATH
3;PICK
3;PINK
3;PLAY
3;POOL
4;POOR
4;POUR
4;PULL
4;PUSH
4;RAIN
4;READ
4;REAL
4;RENT
4;REST
4;RICE
4;RICH
4;RIDE
4;RING
4;RISE
4;ROAD
4;ROCK
4;ROOM
4;RUDE
4;RULE
4;RUSH
4;SAFE
4;SAIL
4;SALT
4;SAME
4;SAND
4;SAVE
4;SEAT
4;SEEM
4;SELL
4;SEND
4;SHIP
4;SHOE
4;SHOP
4;SHOW
4;SICK
4;SIDE
4;SING
4;SINK
4;SIZE
4;SKIN
4;SLIP
4;SLOW
4;SNOW
4;SOAP
4;SOCK
4;SOFT
4;SOME
4;SOON
4;SOUP
4;STAR
4;STAY
4;STEP
4;STOP
4;SUCH
4;SURE
4;SWIM
4;TAKE
4;TALK
4;TALL
4;TAXI
4;TEAM
4;TEAR
4;TELL
4;TEST
4;THAN
4;THAT
4;THEN
4;THIN
4;THIS
4;TIDY
4;TOOL
4;TOWN
4;TRAM
4;TREE
4;TRUE
4;TURN
4;TYPE
4;UNIT
4;VERY
4;WAIT
4;WAKE
4;WALK
4;WANT
4;WARM
4;WASH
4;WEAK
4;WEAR
4;WEEK
4;WELL
4;WEST
4;WHAT
4;WHEN
4;WIDE
4;WIFE
4;WILD
4;WILL
4;WIND
4;WINE
4;WIRE
4;WISE
4;WISH
4;WITH
4;WORD
4;WORK
4;YEAR
4;YOUR
4;ZERO
5;ABOUT
