1;bad;evil
1;cut;gash
1;end;stop
1;fly;soar
1;help;aid
1;hint;tip
1;hole;gap
1;numerous;many
1;run;race
1;hat;cap
1;angry;mad
1;save;store
1;big;large
1;cry;shout
1;cube;dice
1;fair;just
1;fall;drop
1;fat;stout
1;go;recede
1;high;tall
1;keep;hold
1;kill;slay
1;look;gaze
1;love;like
1;mad;crazy
1;move;plod
1;new;fresh
1;nice;kind
1;plan;plot
1;put;place
1;thin;lean
1;vast;huge
1;bid;tender
1;broad;wide
1;calm;quiet
1;couch;sofa
1;dicy;risky
1;do;execute
1;eager;keen
1;earth;soil
1;false;fake
1;fast;quick
1;fool;idiot
1;glad;happy
1;grab;seize
1;hard;tough
1;hurry;rush
1;if;whether
1;last;final
1;mark;label
2;movie;film
2;naked;bare
2;neat;clean
2;new;modern
2;old;feeble
2;rue;regret
2;stop;cease
2;story;tale
2;use;employ
2;arise;occur
2;away;absent
2;ballot;poll
2;begin;start
2;blank;empty
2;candy;sweet
2;cool;chilly
2;dash;sprint
2;devil;satan
2;dull;boring
2;fear;fright
2;foyer;lobby
2;get;acquire
2;hawk;peddle
2;hurt;damage
2;intend;mean
2;joy;delight
2;little;tiny
2;loopy;crazy
2;lousy;awful
2;loving;fond
2;lucid;clear
2;make;create
2;mild;gentle
2;noisy;rowdy
2;noon;midday
2;old;ancient
2;oral;verbal
2;place;space
2;provided;if
2;quick;rapid
2;rare;scarce
2;ready;alert
2;receive;get
2;sad;unhappy
2;safe;secure
2;tell;inform
2;signal;sign
2;strange;odd
2;temper;mood
2;think;judge
3;vary;differ
3;weak;feeble
3;zenith;peak
3;anger;enrage
3;answer;reply
3;ask;question
3;big;enormous
3;choosy;picky
3;crooked;bent
3;dark;shadowy
3;denims;jeans
3;destiny;fate
3;destroy;ruin
3;dossier;file
3;false;untrue
3;foxy;cunning
3;gay;cheerful
3;gratuity;tip
3;hate;despise
3;hide;conceal
3;idea;thought
3;idler;loafer
3;invoice;bill
3;leading;main
3;little;small
3;missing;lost
3;native;local
3;noted;famous
3;object;thing
3;part;portion
3;quiet;silent
3;quite;fairly
3;real;genuine
3;renew;resume
3;rich;wealthy
3;show;display
3;slim;slender
3;soiled;dirty
3;stupid;silly
3;sunrise;dawn
3;sure;certain
3;twosome;pair
3;ugly;hideous
3;uncooked;raw
3;usual;normal
3;vacant;empty
3;vain;useless
3;almost;nearly
3;artful;crafty
3;belly;stomach
4;bizarre;weird
4;brow;forehead
4;center;middle
4;come;approach
4;correct;right
4;curler;roller
4;daybreak;dawn
4;foolish;silly
